ticker,date,title,description,content,source,url,cleaned_text,sentiment_score,sentiment_category,Open,High,Low,Close,Volume,sentiment_score_lag_1,sentiment_score_lag_3,sentiment_score_lag_7
AMZN,2024-09-10 22:11:55,Disney investors are glued to CEO succession outcome: Goldman Sachs analyst,Disney investors will be on the lookout for a new CEO within the next 12 months.,"Who lands the Disney (DIS) CEO gig after Bob Iger remains a hot-button issue with institutional investors.
""When I talk to investors, succession planning is incredibly important because it dictates … [+3555 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/disney-investors-are-glued-to-ceo-succession-outcome-goldman-sachs-analyst-221155645.html,disney investors are glued to ceo succession outcome goldman sachs analyst disney investors will be on the lookout for a new ceo within the next  months,0.0681818181818181,Positive,180.095,184.99,175.73,184.52,42564698.0,0.15,0.5,0.5666666666666667
AMZN,2024-09-10 22:14:00,Oracle is drawing up plans to power a data center with nuclear reactors,"Computing giant Oracle (ORCL) unveiled quarterly earnings on Monday. Revenue was $13 billion, up 8% from a year ago; net income was $2.9 billion, up 23%. Though shares rose more than 11% after the report during Tuesday trading, the occasion revealed another e…","In This Story
Computing giant Oracle (ORCL) unveiled quarterly earnings on Monday. Revenue was $13 billion, up 8% from a year ago; net income was $2.9 billion, up 23%. Though shares rose more than 1… [+1845 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/oracle-earnings-nuclear-reactors-1851645219,oracle is drawing up plans to power a data center with nuclear reactors computing giant oracle orcl unveiled quarterly earnings on monday revenue was  billion up  from a year ago net income was  billion up  though shares rose more than  after the report during tuesday trading the occasion revealed another e,0.2,Positive,180.095,184.99,175.73,184.52,42564698.0,0.0681818181818181,0.2571428571428571,0.5
MSFT,2024-09-10 22:14:00,Oracle is drawing up plans to power a data center with nuclear reactors,"Computing giant Oracle (ORCL) unveiled quarterly earnings on Monday. Revenue was $13 billion, up 8% from a year ago; net income was $2.9 billion, up 23%. Though shares rose more than 11% after the report during Tuesday trading, the occasion revealed another e…","In This Story
Computing giant Oracle (ORCL) unveiled quarterly earnings on Monday. Revenue was $13 billion, up 8% from a year ago; net income was $2.9 billion, up 23%. Though shares rose more than 1… [+1845 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/oracle-earnings-nuclear-reactors-1851645219,oracle is drawing up plans to power a data center with nuclear reactors computing giant oracle orcl unveiled quarterly earnings on monday revenue was  billion up  from a year ago net income was  billion up  though shares rose more than  after the report during tuesday trading the occasion revealed another e,0.2,Positive,415.5,423.99,409.58,423.04,19266923.0,0.25,0.5,0.25
TSLA,2024-09-10 23:01:46,Lyft CEO keeps it real on his stock price compared to Uber,Lyft CEO David Risher says his company is past the turnaround phase.,"Lyft (LYFT) CEO David Risher says his ride-hailing company is beyond the initial turnaround phase now investors need to take notice.
The company is in a ""different stage"" from when he took over as C… [+3452 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/lyft-ceo-keeps-it-real-on-his-stock-price-compared-to-uber-230146967.html,lyft ceo keeps it real on his stock price compared to uber lyft ceo david risher says his company is past the turnaround phase,-0.0249999999999999,Neutral,224.55,228.47,216.8003,228.13,83548633.0,0.25,0.05,0.3
NVDA,2024-09-11 10:50:00,2 Reasons to Sell Nvidia Stock (and 1 Reason to Buy),"Nvidia's near-term outlook is becoming more uncertain, but it is still a dominant company.","With shares down roughly 15% since the company's second-quarter earnings report on Aug. 8, Nvidia's(NASDAQ: NVDA) legendary bull run might be in trouble. While operational results remain as strong as… [+5485 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/2-reasons-sell-nvidia-stock-105000756.html/, reasons to sell nvidia stock and  reason to buy nvidias nearterm outlook is becoming more uncertain but it is still a dominant company,0.475,Positive,109.39,117.19,107.42,116.91,441422370.0,-0.0777777777777777,0.1,0.0
NVDA,2024-09-11 11:30:00,Prediction: Nvidia Stock May Tumble in the Remainder of 2024,Even Nvidia's stellar earnings report didn't prevent its recent decline.,"Perhaps no stock has risen more so fast than Nvidia (NASDAQ: NVDA). At one point, it was up by about 1,000% in less than two years, briefly taking its market cap north of $3.2 trillion before it pull… [+4990 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/prediction-nvidia-stock-may-tumble-113000510.html/,prediction nvidia stock may tumble in the remainder of  even nvidias stellar earnings report didnt prevent its recent decline,0.125,Positive,109.39,117.19,107.42,116.91,441422370.0,0.475,0.0,0.0
TSLA,2024-09-11 12:30:00,"Bitcoin, Ether, and other crypto stocks fall after Kamala Harris' strong debate performance","Vice President Kamala Harris’ strong performance in Tuesday night’s debate with Former President Donald Trump seems to have won her support from some voters, and sent cryptocurrency stocks down.Read more...","In This Story
Vice President Kamala Harris strong performance in Tuesday nights debate with Former President Donald Trump seems to have won her support from some voters, and sent cryptocurrency stoc… [+2509 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/kamala-harris-debate-trump-crypto-stocks-fall-bitcoin-1851645435,bitcoin ether and other crypto stocks fall after kamala harris strong debate performance vice president kamala harris strong performance in tuesday nights debate with former president donald trump seems to have won her support from some voters and sent cryptocurrency stocks downread more,0.2483333333333333,Positive,224.66,231.45,223.83,229.81,72020042.0,-0.0249999999999999,0.0,0.1071428571428571
AAPL,2024-09-11 13:02:12,"Dow Jones Futures Slide On Surprise CPI Inflation Report; GameStop Dives On Sales Miss, Share Offering","GameStop dived on earnings, missing sales estimates and disclosing a stock offering.","Dow Jones futures dropped Wednesday, while the other major stock indexes turned mixed, as Wall Street digested inflation news with a surprise reading on the consumer price index, or CPI. A premarket … [+6579 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/,dow jones futures slide on surprise cpi inflation report gamestop dives on sales miss share offering gamestop dived on earnings missing sales estimates and disclosing a stock offering,-0.2,Negative,222.5,223.55,219.82,222.77,37498225.0,0.1088888888888889,0.0,
GOOGL,2024-09-11 13:02:12,"Dow Jones Futures Slide On Surprise CPI Inflation Report; GameStop Dives On Sales Miss, Share Offering","GameStop dived on earnings, missing sales estimates and disclosing a stock offering.","Dow Jones futures dropped Wednesday, while the other major stock indexes turned mixed, as Wall Street digested inflation news with a surprise reading on the consumer price index, or CPI. A premarket … [+6579 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/,dow jones futures slide on surprise cpi inflation report gamestop dives on sales miss share offering gamestop dived on earnings missing sales estimates and disclosing a stock offering,-0.2,Negative,153.8,154.82,152.65,154.69,29695048.0,0.0,0.125,0.3
TSLA,2024-09-11 13:02:12,"Dow Jones Futures Slide On Surprise CPI Inflation Report; GameStop Dives On Sales Miss, Share Offering","GameStop dived on earnings, missing sales estimates and disclosing a stock offering.","Dow Jones futures dropped Wednesday, while the other major stock indexes turned mixed, as Wall Street digested inflation news with a surprise reading on the consumer price index, or CPI. A premarket … [+6579 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/,dow jones futures slide on surprise cpi inflation report gamestop dives on sales miss share offering gamestop dived on earnings missing sales estimates and disclosing a stock offering,-0.2,Negative,224.66,231.45,223.83,229.81,72020042.0,0.2483333333333333,0.25,1.0
MSFT,2024-09-11 13:02:12,"Dow Jones Futures Slide On Surprise CPI Inflation Report; GameStop Dives On Sales Miss, Share Offering","GameStop dived on earnings, missing sales estimates and disclosing a stock offering.","Dow Jones futures dropped Wednesday, while the other major stock indexes turned mixed, as Wall Street digested inflation news with a surprise reading on the consumer price index, or CPI. A premarket … [+6579 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/,dow jones futures slide on surprise cpi inflation report gamestop dives on sales miss share offering gamestop dived on earnings missing sales estimates and disclosing a stock offering,-0.2,Negative,423.31,427.3692,419.75,427.0,17418759.0,0.2,0.0,0.6666666666666666
AMZN,2024-09-11 13:02:12,"Dow Jones Futures Slide On Surprise CPI Inflation Report; GameStop Dives On Sales Miss, Share Offering","GameStop dived on earnings, missing sales estimates and disclosing a stock offering.","Dow Jones futures dropped Wednesday, while the other major stock indexes turned mixed, as Wall Street digested inflation news with a surprise reading on the consumer price index, or CPI. A premarket … [+6579 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/,dow jones futures slide on surprise cpi inflation report gamestop dives on sales miss share offering gamestop dived on earnings missing sales estimates and disclosing a stock offering,-0.2,Negative,184.8,187.41,183.54,187.0,33622483.0,0.2,0.15,0.05
AMZN,2024-09-11 14:50:00,Amazon is finally opening some Fresh supermarkets,"Amazon’s (AMZN) Fresh supermarkets, which have largely been dormant since their debut, are finally coming to life as the company ramps up its expansion of the discount grocery option.Read more...","In This Story
Amazons (AMZN) Fresh supermarkets, which have largely been dormant since their debut, are finally coming to life as the company ramps up its expansion of the discount grocery option.
… [+1969 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/amazon-fresh-supermarket-openings-walmart-kroger-retail-1851645583,amazon is finally opening some fresh supermarkets amazons amzn fresh supermarkets which have largely been dormant since their debut are finally coming to life as the company ramps up its expansion of the discount grocery optionread more,0.219047619047619,Positive,184.8,187.41,183.54,187.0,33622483.0,-0.2,0.0681818181818181,-0.2333333333333332
GOOGL,2024-09-11 18:16:50,GOOGL Stock’s Price Dip Presents a Buying Opportunity,,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_2f2849a6-5aae-4a88-89b7-a25f342b4ce9,googl stocks price dip presents a buying opportunity ,0.0,Neutral,153.8,154.82,152.65,154.69,29695048.0,-0.2,0.5,0.25
AAPL,2024-09-11 20:23:09,Arm Holdings Stock Called 'Top Pick' On Edge AI Opportunity,"Arm stock advanced on Wednesday after investment bank Morgan Stanley labeled it a ""new top pick"" because of the edge AI opportunity.","Arm Holdings (ARM) stock jumped on Wednesday after investment bank Morgan Stanley labeled it a ""new top pick.""
XNOW PLAYINGFinding What's Being Rewarded In Every Market CycleChip designer Arm will b… [+1542 chars]","{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/news/technology/arm-stock-top-pick-edge-ai-morgan-stanley/,arm holdings stock called top pick on edge ai opportunity arm stock advanced on wednesday after investment bank morgan stanley labeled it a new top pick because of the edge ai opportunity,0.3840909090909091,Positive,222.5,223.55,219.82,222.77,37498225.0,-0.2,0.284090909090909,0.1643939393939394
MSFT,2024-09-11 20:25:43,Microsoft’s Cloud Woes: A Warning Sign for AI?,We recently published a list of Top 10 Trending AI Stocks Amid Latest News and Analyst Ratings. Since Microsoft Corporation (NASDAQ:MSFT) ranks 2nd on the...,"We recently published a list of Top 10 Trending AI Stocks Amid Latest News and Analyst Ratings. Since Microsoft Corporation (NASDAQ:MSFT) ranks 2nd on the list, it deserves a deeper look.
The realit… [+5714 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/microsoft-cloud-woes-warning-sign-202543357.html,microsofts cloud woes a warning sign for ai we recently published a list of top  trending ai stocks amid latest news and analyst ratings since microsoft corporation nasdaqmsft ranks nd on the,0.3333333333333333,Positive,423.31,427.3692,419.75,427.0,17418759.0,-0.2,0.25,0.5
AMZN,2024-09-11 20:55:21,Is Amazon.com Inc (NASDAQ:AMZN) the Best AI Stock to Buy According to Billionaire David Tepper?,We recently published a list of 10 Best AI Stocks to Buy According to Carolina Panthers Owner Billionaire David Tepper. Since Amazon.com Inc (NASDAQ:AMZN...,"We recently published a list of 10 Best AI Stocks to Buy According to Carolina Panthers Owner Billionaire David Tepper. Since Amazon.com Inc (NASDAQ:AMZN) ranks 2nd on the list, it deserves a deeper … [+5221 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/amazon-com-inc-nasdaq-amzn-205521168.html/,is amazoncom inc nasdaqamzn the best ai stock to buy according to billionaire david tepper we recently published a list of  best ai stocks to buy according to carolina panthers owner billionaire david tepper since amazoncom inc nasdaqamzn,0.6666666666666666,Positive,184.8,187.41,183.54,187.0,33622483.0,0.219047619047619,0.2,0.5
AMZN,2024-09-11 21:09:35,Billionaire Stanley Druckenmiller Cashing Out Of NVIDIA Corp (NASDAQ:NVDA) And Buying Other AI Stocks,We recently published a list of Billionaire Stanley Druckenmiller is Buying and Selling These 10 AI Stocks. Since NVIDIA Corp (NASDAQ:NVDA) ranks 5th on the ...,"We recently published a list of Billionaire Stanley Druckenmiller is Buying and Selling These 10 AI Stocks. Since NVIDIA Corp (NASDAQ:NVDA) ranks 5th on the list, it deserves a deeper look.
Stanley … [+5161 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/billionaire-stanley-druckenmiller-cashing-nvidia-210935643.html,billionaire stanley druckenmiller cashing out of nvidia corp nasdaqnvda and buying other ai stocks we recently published a list of billionaire stanley druckenmiller is buying and selling these  ai stocks since nvidia corp nasdaqnvda ranks th on the ,-0.0625,Negative,184.8,187.41,183.54,187.0,33622483.0,0.6666666666666666,-0.2,0.2571428571428571
AMZN,2024-09-11 21:11:15,5 Top Stocks To Buy In October,Looking for the latest stock opportunities in October 2024? We have you covered. Click to read about top stock picks to consider adding to your portfolio now.,"getty
As October approaches and the stock market unfolds its complexities and possibilities for investors, this article takes a look at stock picks in today's market scene based on financial perform… [+17276 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/investor-hub/article/best-stocks-buy-now-october-2024/, top stocks to buy in october looking for the latest stock opportunities in october  we have you covered click to read about top stock picks to consider adding to your portfolio now,0.5,Positive,184.8,187.41,183.54,187.0,33622483.0,-0.0625,0.219047619047619,0.15
MSFT,2024-09-11 21:11:15,5 Top Stocks To Buy In October,Looking for the latest stock opportunities in October 2024? We have you covered. Click to read about top stock picks to consider adding to your portfolio now.,"getty
As October approaches and the stock market unfolds its complexities and possibilities for investors, this article takes a look at stock picks in today's market scene based on financial perform… [+17276 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/investor-hub/article/best-stocks-buy-now-october-2024/, top stocks to buy in october looking for the latest stock opportunities in october  we have you covered click to read about top stock picks to consider adding to your portfolio now,0.5,Positive,423.31,427.3692,419.75,427.0,17418759.0,0.3333333333333333,0.2,0.05
NVDA,2024-09-11 21:11:15,5 Top Stocks To Buy In October,Looking for the latest stock opportunities in October 2024? We have you covered. Click to read about top stock picks to consider adding to your portfolio now.,"getty
As October approaches and the stock market unfolds its complexities and possibilities for investors, this article takes a look at stock picks in today's market scene based on financial perform… [+17276 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/investor-hub/article/best-stocks-buy-now-october-2024/, top stocks to buy in october looking for the latest stock opportunities in october  we have you covered click to read about top stock picks to consider adding to your portfolio now,0.5,Positive,116.84,120.79,115.38,119.14,367100496.0,0.125,-0.0777777777777777,-0.0071428571428571
TSLA,2024-09-11 21:11:15,5 Top Stocks To Buy In October,Looking for the latest stock opportunities in October 2024? We have you covered. Click to read about top stock picks to consider adding to your portfolio now.,"getty
As October approaches and the stock market unfolds its complexities and possibilities for investors, this article takes a look at stock picks in today's market scene based on financial perform… [+17276 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/investor-hub/article/best-stocks-buy-now-october-2024/, top stocks to buy in october looking for the latest stock opportunities in october  we have you covered click to read about top stock picks to consider adding to your portfolio now,0.5,Positive,224.66,231.45,223.83,229.81,72020042.0,-0.2,-0.0249999999999999,0.1363636363636363
GOOGL,2024-09-11 23:23:00,How To Buy AI Dividend Stocks Like My Mom,"The key for us dividend investors is to buy the bargain-priced AI plays best placed to bank this secure, growing revenue stream.","Large stack of money saving coupons.
getty
I recently had dinner with a friend whos a small business owner, and he swears by ChatGPT. The tool is saving him time, effort and (to be blunt) future em… [+5924 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/brettowens/2024/09/11/how-to-buy-ai-dividend-stocks-like-my-mom/,how to buy ai dividend stocks like my mom the key for us dividend investors is to buy the bargainpriced ai plays best placed to bank this secure growing revenue stream,0.4666666666666666,Positive,153.8,154.82,152.65,154.69,29695048.0,0.0,0.0,0.0
MSFT,2024-09-11 23:23:00,How To Buy AI Dividend Stocks Like My Mom,"The key for us dividend investors is to buy the bargain-priced AI plays best placed to bank this secure, growing revenue stream.","Large stack of money saving coupons.
getty
I recently had dinner with a friend whos a small business owner, and he swears by ChatGPT. The tool is saving him time, effort and (to be blunt) future em… [+5924 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/brettowens/2024/09/11/how-to-buy-ai-dividend-stocks-like-my-mom/,how to buy ai dividend stocks like my mom the key for us dividend investors is to buy the bargainpriced ai plays best placed to bank this secure growing revenue stream,0.4666666666666666,Positive,423.31,427.3692,419.75,427.0,17418759.0,0.5,-0.2,0.5
AAPL,2024-09-11 23:23:00,How To Buy AI Dividend Stocks Like My Mom,"The key for us dividend investors is to buy the bargain-priced AI plays best placed to bank this secure, growing revenue stream.","Large stack of money saving coupons.
getty
I recently had dinner with a friend whos a small business owner, and he swears by ChatGPT. The tool is saving him time, effort and (to be blunt) future em… [+5924 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/brettowens/2024/09/11/how-to-buy-ai-dividend-stocks-like-my-mom/,how to buy ai dividend stocks like my mom the key for us dividend investors is to buy the bargainpriced ai plays best placed to bank this secure growing revenue stream,0.4666666666666666,Positive,222.5,223.55,219.82,222.77,37498225.0,0.3840909090909091,0.1088888888888889,-1.0
GOOGL,2024-09-12 13:00:00,An adtech CEO wants Google to get split up to make the market 'fairer',"The CEO of The Trade Desk (TTD), a major advertising tech platform, thinks Google (GOOGL) should get broken up as part of its second major antitrust trial of the year.Read more...","In This Story
The CEO of The Trade Desk TTD, a major advertising tech platform, thinks Google GOOGL should get broken up as part of its second major antitrust trial of the year.
Google headed to co… [+2599 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/google-trade-desk-adtech-antitrust-trial-1851646645,an adtech ceo wants google to get split up to make the market fairer the ceo of the trade desk ttd a major advertising tech platform thinks google googl should get broken up as part of its second major antitrust trial of the yearread more,0.0708333333333333,Positive,155.43,158.38,155.21,157.46,29591152.0,0.4666666666666666,-0.2,0.5
TSLA,2024-09-12 13:05:00,WeWork's founder Adam Neuman is refunding investors after his crypto comeback took a tumble,Former WeWork CEO Adam Neumann’s Flowcarbon — a climate tech startup that aimed to put carbon credits on the blockchain — has reportedly started refunding investors after failing to deliver on its promises. Read more...,"In This Story
Former WeWork CEO Adam Neumanns Flowcarbon a climate tech startup that aimed to put carbon credits on the blockchain has reportedly started refunding investors after failing to deliver… [+1865 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/adam-neumann-flowcarbon-refunds-carbon-credit-weowork-1851646629,weworks founder adam neuman is refunding investors after his crypto comeback took a tumble former wework ceo adam neumanns flowcarbon  a climate tech startup that aimed to put carbon credits on the blockchain  has reportedly started refunding investors after failing to deliver on its promises read more,0.25,Positive,228.0,232.67,226.32,230.29,59515114.0,0.5,0.2483333333333333,0.05
AAPL,2024-09-12 13:23:49,Is the AI-Capable iPhone 16 the Start of a Sales Super-Cycle?,"Tech device nerds are buzzing. Apple NASDAQ: AAPL just unveiled its new, AI-capable iPhone 16s. However, the excitement isn’t just around the devices themselves; investors are also talking. Wedbush raised their price target immediately after the official even…","Tech device nerds are buzzing. Apple NASDAQ: AAPL just unveiled its new, AI-capable iPhone 16s. However, the excitement isnt just around the devices themselves; investors are also talking. Wedbush ra… [+139 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/09ca950872407310,is the aicapable iphone  the start of a sales supercycle tech device nerds are buzzing apple nasdaq aapl just unveiled its new aicapable iphone s however the excitement isnt just around the devices themselves investors are also talking wedbush raised their price target immediately after the official even,0.1363636363636363,Positive,223.58,224.04,221.91,222.5,36766619.0,0.4666666666666666,-0.2,0.1363636363636363
TSLA,2024-09-12 14:40:00,A startup named after 'Lord of the Rings' just made a missile that's 30% cheaper than rivals on the market,A defense technology startup named after a legendary sword from The Lord of the Rings just unveiled a new line of missiles that it says are 30% cheaper than anything else on the market. Read more...,"In This Story
A defense technology startup named after a legendary sword from The Lord of the Rings just unveiled a new line of missiles that it says are 30% cheaper than anything else on the market… [+2624 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/anduril-autonomous-missiles-lotr-palantir-luckey-thiel-1851646748,a startup named after lord of the rings just made a missile thats  cheaper than rivals on the market a defense technology startup named after a legendary sword from the lord of the rings just unveiled a new line of missiles that it says are  cheaper than anything else on the market read more,0.5454545454545454,Positive,228.0,232.67,226.32,230.29,59515114.0,0.25,-0.2,0.0
TSLA,2024-09-12 15:14:40,"Market Clubhouse Morning Memo - September 12th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/57af4c5c88f0ca04,"market clubhouse morning memo  september th  trade strategy for spy qqq aapl msft nvda googl meta and tsla good morning traders in todays market clubhouse morning memo we will discuss spy qqq aapl msft nvda googl meta and tsla
our proprietary formula exclusive to market clubhouse dictates these price levels this dynamic equation takes into account pr",0.35,Positive,228.0,232.67,226.32,230.29,59515114.0,0.5454545454545454,0.5,0.25
NVDA,2024-09-12 15:14:40,"Market Clubhouse Morning Memo - September 12th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/57af4c5c88f0ca04,"market clubhouse morning memo  september th  trade strategy for spy qqq aapl msft nvda googl meta and tsla good morning traders in todays market clubhouse morning memo we will discuss spy qqq aapl msft nvda googl meta and tsla
our proprietary formula exclusive to market clubhouse dictates these price levels this dynamic equation takes into account pr",0.35,Positive,119.08,119.955,117.6,119.1,238358328.0,0.5,0.475,0.0
MSFT,2024-09-12 15:14:40,"Market Clubhouse Morning Memo - September 12th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/57af4c5c88f0ca04,"market clubhouse morning memo  september th  trade strategy for spy qqq aapl msft nvda googl meta and tsla good morning traders in todays market clubhouse morning memo we will discuss spy qqq aapl msft nvda googl meta and tsla
our proprietary formula exclusive to market clubhouse dictates these price levels this dynamic equation takes into account pr",0.35,Positive,425.825,431.83,425.46,430.59,15874555.0,0.4666666666666666,0.3333333333333333,0.0
AAPL,2024-09-12 15:14:40,"Market Clubhouse Morning Memo - September 12th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/57af4c5c88f0ca04,"market clubhouse morning memo  september th  trade strategy for spy qqq aapl msft nvda googl meta and tsla good morning traders in todays market clubhouse morning memo we will discuss spy qqq aapl msft nvda googl meta and tsla
our proprietary formula exclusive to market clubhouse dictates these price levels this dynamic equation takes into account pr",0.35,Positive,223.58,224.04,221.91,222.5,36766619.0,0.1363636363636363,0.3840909090909091,0.0
GOOGL,2024-09-12 15:14:40,"Market Clubhouse Morning Memo - September 12th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.
Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account pr…","Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA.Our proprietary formula, exclusive to Market Clubhouse, dictates thes… [+132 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/57af4c5c88f0ca04,"market clubhouse morning memo  september th  trade strategy for spy qqq aapl msft nvda googl meta and tsla good morning traders in todays market clubhouse morning memo we will discuss spy qqq aapl msft nvda googl meta and tsla
our proprietary formula exclusive to market clubhouse dictates these price levels this dynamic equation takes into account pr",0.35,Positive,155.43,158.38,155.21,157.46,29591152.0,0.0708333333333333,0.0,0.125
AAPL,2024-09-12 15:42:00,The most notable stocks Warren Buffett has bought — and sold — in 2024,"Warren Buffett’s investment success has grown Berkshire Hathaway’s (BRK.A) cash pile to a record $276.9 billion in the second quarter of 2024, and (briefly) gave the Omaha-based conglomerate a $1 trillion market capitalization.Read more...","In This Story
Warren Buffetts investment success has grown Berkshire Hathaways (BRK.A) cash pile to a record $276.9 billion in the second quarter of 2024, and (briefly) gave the Omaha-based conglome… [+486 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/warren-buffett-berkshire-hathaway-stock-investments-1851646729,the most notable stocks warren buffett has bought  and sold  in  warren buffetts investment success has grown berkshire hathaways brka cash pile to a record  billion in the second quarter of  and briefly gave the omahabased conglomerate a  trillion market capitalizationread more,0.3,Positive,223.58,224.04,221.91,222.5,36766619.0,0.35,0.4666666666666666,0.284090909090909
